Type of Event,Event Verticals,Name of Event,Dates,Hours,Date of Last Year's Event,Date of Next Year's Event,Country,City,Venue,# Atendees of Last Event,# Exhibitors of Last Event,URL,Phone Number,E-mail,About the Event,Exhibitors,Attendees,Exhibitor Info,Link to Photos,Link to Videos,Facebook,Instagram,Linkedin,Twitter
Conference,Advertising,Digital Summit Boston,21 Oct 2019-22 Oct 2019,08:30 AM - 06:15 PM (21 Oct 2019)|08:30 AM - 05:00 PM (22 Oct 2019),15-16 Aug 2018,TBD,USA,Boston,The Westin Boston Waterfront,1000,,https://boston.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

55+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://boston.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $295
Plus Pass - $395
Premium Pass - $495
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Dallas,3 Dec 2019-4 Dec 2019,08:30 AM - 06:45 PM (3 Dec 2019)|08:30 AM - 05:40 PM (4 Dec 2019),4-5 Dec 2019,Dec-20,USA,Irving,Irving Convention Center,1800,,https://dallas.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

65+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://dallas.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $275
Plus Pass - $375
Premium Pass - $475
Platinum Pass - $995
Conference Pass + Masterclass - $475
Plus Pass + Masterclass - $575
Premium Pass + Masterclass - $675
Masterclass - $200
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Phoenix,11 Feb 2019-12 Feb 2019,08:30 AM - 06:00 PM (11 Feb 2019)|08:30 AM - 05:30 PM (12 Feb 2019),21-22 Feb 2018,Feb-20,USA,Phoenix,Phoenix Convention Center,1200,,https://phoenix.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://phoenix.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Seattle,26 Feb 2019-27 Feb 2019,08:30 AM - 06:20 PM (26 Feb 2019)|08:30 AM - 05:45 PM (27 Feb 2019),17-18 Apr 2018,Feb-20,USA,Seattle,Washington State Convention Center,1300,,https://seattle.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

50+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://seattle.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Salt Lake City,5 Mar 2019-6 Mar 2019,08:30 AM - 06:15 PM (5 Mar 2019)|08:30 AM - 05:15 PM (6 Mar 2019),1-2 May 2018,Mar-20,USA,West Valley,Utah Cultural Celebration Center,1000,,https://saltlakecity.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://saltlakecity.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Los Angeles,10 Apr 2019-11 Apr 2019,08:30 AM - 06:15 PM (10 Apr 2019)|08:30 AM - 05:30 PM (11 Apr 2019),10-11 Apr 2018,Apr-20,USA,Los Angeles,Skirball Cultural Center,1000,,https://losangeles.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://losangeles.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Kansas City,15 May 2019-16 May 2019,08:30 AM - 06:30 PM (15 May 2019)|08:30 AM - 05:15 PM (16 May 2019),16-17 May 2018,May-20,USA,Overland Park,Overland Park Convention Center,1200,,https://kansascity.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://kansascity.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Atlanta,21 May 2019-22 May 2019,08:30 AM - 06:15 PM (21 May 2019)|08:30 AM - 06:00 PM (22 May 2019),22-23 May 2018,May-20,USA,Atlanta,Cobb Energy Performing Arts Centre,1500,,https://atlanta.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

55+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://atlanta.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Austin,4 Jun 2019-5 Jun 2019,08:30 AM - 06:15 PM (4 Jun 2019)|08:30 AM - 05:00 PM (5 Jun 2019),,Jun-20,USA,Austin,Sheraton Austin Hotel at the Capitol,700,,https://austin.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://austin.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Portland,11 Jun 2019-12 Jun 2019,08:30 AM - 06:30 PM (11 Jun 2019)|08:30 AM - 04:50 PM (12 Jun 2019),12-13 Jun 2018,Jun-20,USA,Portland,Oregon Convention Center,1200,,https://portland.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

50+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://portland.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Denver,25 Jun 2019-26 Jun 2019,08:30 AM - 06:30 PM (25 Jun 2019)|08:30 AM - 05:30 PM (26 Jun 2019),17-18 Jul 2018,Jun-20,USA,Denver,Denver Performing Arts Complex,2500,,https://denver.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

75+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://denver.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
Conference,Advertising,Digital Summit Philadelphia,24 Jul 2019-25 Jul 2019,08:30 AM - 06:15 PM (24 Jul 2019)|08:30 AM - 05:45 PM (25 Jul 2019),31 Jul-1 Aug 2018,Jul-20,USA,Philadelphia,Pennsylvania Convention Center,1400,,https://philadelphia.digitalsummit.com,+1 919 529 5373,registration@digitalsummit.com,"The Definitive Digital Marketing Gathering

45+ in-depth, trend-forward digital marketing sessions & workshops  each tons of practical takeaways and ideas to keep you ahead in the digital economy. Hundreds of seasoned marketers, strategists, designers, and more to mingle and connect with. Meet your customers, vendors, expert resources, friends and colleagues of tomorrow.

https://philadelphia.digitalsummit.com/why-attend/",,"Eligibility Criteria: Open to industry professionals
Fees: Conference Pass - $245
Plus Pass - $345
Premium Pass - $445
Platinum Pass - $995
Attendee Registration","Sponsorship and exhibition opportunities available
Contact required for further information
Sponsorship Registration",,https://www.youtube.com/channel/UC140AYCbYyk1LbEGTQT6n0g/featured,https://www.facebook.com/DigitalSummits/,https://www.instagram.com/digitalsummits/,https://www.linkedin.com/company/techmedia_2,https://twitter.com/DigitalSummits/
